Language1,Language2,CollaborationScore
Oz,Scheme,0.3665839947089948
Oz,ML,0.3699250440917106
Oz,Prolog,0.32696759259259267
Oz,CLP,0.33715986394557806
Oz,LIFE,0.3410454459561602
Oz,AKL,0.397418314304279
Oz,Curry,0.4086281966490299
Oz,Haskell,0.34356261022927687
Oz,Pipes,0.34774187452758876
Oz,E,0.3677767052767052
Oz,FCP,0.379796113847838
Oz,FrTime,0.34856000481000476
Oz,Esterel,0.34016912320483744
Oz,CLU,0.3751505199781061
Oz,OCaml,0.3861432861432861
Oz,Erlang,0.3521352985638699
Oz,Occam,0.378564586754242
Oz,C,0.3415154950869237
Oz,DijkstraGCL,0.32850056689342394
Oz,SNOBOL,0.3222789115646258
Oz,Java,0.3862433862433861
Curry,XML,0.25356040564373894
Curry,Scheme,0.44975529100529094
Curry,ML,0.4391754850088183
Curry,Prolog,0.3563029100529101
Curry,CLP,0.39129188712522045
Curry,LIFE,0.40093694885361547
Curry,AKL,0.4050895863395862
Curry,Oz,0.40862819664902994
Curry,Haskell,0.3842592592592593
Curry,Pipes,0.38280423280423276
Curry,E,0.3114814814814815
Curry,FCP,0.49486016628873764
Curry,FrTime,0.3754339025172358
Curry,Esterel,0.39746472663139326
Curry,CLU,0.3255511463844797
Curry,OCaml,0.36183862433862435
Curry,Erlang,0.31269841269841264
Curry,Occam,0.30749559082892414
Curry,C,0.31843033509700175
Curry,DijkstraGCL,0.29301146384479715
Curry,SNOBOL,0.3195326278659612
Curry,Java,0.31269841269841264
Haskell,XML,0.33888888888888885
Haskell,Scheme,0.6124999999999998
Haskell,ML,0.6515151515151515
Haskell,Prolog,0.41018518518518515
Haskell,CLP,0.4142857142857142
Haskell,LIFE,0.4083333333333334
Haskell,AKL,0.3174691358024691
Haskell,Oz,0.3435626102292768
Haskell,Curry,0.3842592592592592
Haskell,Pipes,0.4222222222222221
Haskell,E,0.5115646258503401
Haskell,FCP,0.3031746031746032
Haskell,FrTime,0.2972222222222222
Haskell,Esterel,0.4037037037037037
Haskell,CLU,0.4944444444444444
Haskell,OCaml,0.49722222222222223
Haskell,Erlang,0.3111111111111111
Haskell,Occam,0.3031746031746032
Haskell,C,0.41111111111111104
Haskell,DijkstraGCL,0.2925925925925927
Haskell,SNOBOL,0.4037037037037037
Haskell,Java,0.3111111111111111
Pipes,XML,0.19999999999999998
Pipes,Scheme,0.6027777777777777
Pipes,ML,0.5472222222222223
Pipes,Prolog,0.40079365079365076
Pipes,CLP,0.3958333333333333
Pipes,LIFE,0.41666666666666663
Pipes,AKL,0.3723544973544974
Pipes,Oz,0.3477418745275887
Pipes,Curry,0.38280423280423276
Pipes,Haskell,0.4222222222222222
Pipes,E,0.3055555555555555
Pipes,FCP,0.4722222222222222
Pipes,FrTime,0.45238095238095233
Pipes,Esterel,0.4375
Pipes,CLU,0.40476190476190477
Pipes,OCaml,0.4849206349206349
Pipes,Erlang,0.2777777777777778
Pipes,Occam,0.26190476190476186
Pipes,C,0.38888888888888884
Pipes,DijkstraGCL,0.21428571428571427
Pipes,SNOBOL,0.38095238095238093
Pipes,Java,0.2777777777777778
E,XML,0.15806878306878308
E,Scheme,0.42936507936507934
E,ML,0.5338744588744588
E,Prolog,0.31630291005291
E,CLP,0.28835978835978837
E,LIFE,0.2915564373897707
E,AKL,0.3573412698412698
E,Oz,0.36777670527670514
E,Curry,0.31148148148148147
E,Haskell,0.5115646258503401
E,Pipes,0.3055555555555555
E,FCP,0.2976190476190476
E,FrTime,0.2915564373897707
E,Esterel,0.2867724867724868
E,CLU,0.3668650793650794
E,OCaml,0.4008928571428571
E,Erlang,0.43121693121693117
E,Occam,0.619047619047619
E,C,0.2841269841269841
E,DijkstraGCL,0.27843915343915343
E,SNOBOL,0.27843915343915343
E,Java,0.3055555555555555
FCP,XML,2.7777777777777776e-2
FCP,Scheme,0.48214285714285704
FCP,ML,0.45714285714285713
FCP,Prolog,0.28472222222222215
FCP,CLP,0.2222222222222222
FCP,LIFE,0.24074074074074073
FCP,AKL,0.4733044733044732
FCP,Oz,0.37979611384783785
FCP,Curry,0.4948601662887377
FCP,Haskell,0.30317460317460315
FCP,Pipes,0.4722222222222222
FCP,E,0.2976190476190476
FCP,FrTime,0.8095238095238094
FCP,Esterel,0.6249999999999999
FCP,CLU,0.22916666666666666
FCP,OCaml,0.36686507936507934
FCP,Erlang,0.4285714285714285
FCP,Occam,0.41666666666666663
FCP,C,0.21428571428571427
FCP,DijkstraGCL,0.40476190476190477
FCP,SNOBOL,0.20833333333333331
FCP,Java,0.4285714285714285
FrTime,XML,2.3809523809523808e-2
FrTime,Scheme,0.41964285714285704
FrTime,ML,0.4244047619047619
FrTime,Prolog,0.28086419753086417
FrTime,CLP,0.21666666666666665
FrTime,LIFE,0.23333333333333334
FrTime,AKL,0.3981679894179895
FrTime,Oz,0.34856000481000454
FrTime,Curry,0.3754339025172358
FrTime,Haskell,0.2972222222222222
FrTime,Pipes,0.45238095238095233
FrTime,E,0.2915564373897707
FrTime,FCP,0.8095238095238094
FrTime,Esterel,0.6458333333333333
FrTime,CLU,0.2222222222222222
FrTime,OCaml,0.36157407407407405
FrTime,Erlang,0.41666666666666663
FrTime,Occam,0.4074074074074074
FrTime,C,0.20833333333333331
FrTime,DijkstraGCL,0.3958333333333333
FrTime,SNOBOL,0.2037037037037037
FrTime,Java,0.41666666666666663
Esterel,XML,0.1875
Esterel,Scheme,0.5254629629629629
Esterel,ML,0.5039351851851852
Esterel,Prolog,0.38888888888888884
Esterel,CLP,0.3787878787878788
Esterel,LIFE,0.3939393939393939
Esterel,AKL,0.36035954785954794
Esterel,Oz,0.34016912320483733
Esterel,Curry,0.39746472663139326
Esterel,Haskell,0.4037037037037037
Esterel,Pipes,0.4375
Esterel,E,0.2867724867724868
Esterel,FCP,0.6249999999999999
Esterel,FrTime,0.6458333333333333
Esterel,CLU,0.3833333333333333
Esterel,OCaml,0.4685185185185185
Esterel,Erlang,0.24074074074074073
Esterel,Occam,0.23333333333333334
Esterel,C,0.37037037037037035
Esterel,DijkstraGCL,0.2222222222222222
Esterel,SNOBOL,0.36666666666666664
Esterel,Java,0.24074074074074073
CLU,XML,0.19999999999999998
CLU,Scheme,0.6027777777777777
CLU,ML,0.5833333333333334
CLU,Prolog,0.4126984126984126
CLU,CLP,0.3958333333333333
CLU,LIFE,0.38888888888888884
CLU,AKL,0.3169973544973545
CLU,Oz,0.375150519978106
CLU,Curry,0.32555114638447974
CLU,Haskell,0.49444444444444446
CLU,Pipes,0.40476190476190477
CLU,E,0.36686507936507934
CLU,FCP,0.22916666666666666
CLU,FrTime,0.2222222222222222
CLU,Esterel,0.3833333333333333
CLU,OCaml,0.8166666666666664
CLU,Erlang,0.23809523809523808
CLU,Occam,0.22916666666666666
CLU,C,0.6
CLU,DijkstraGCL,0.25
CLU,SNOBOL,0.41666666666666663
CLU,Java,0.4444444444444444
OCaml,XML,0.34722222222222215
OCaml,Scheme,0.5555555555555557
OCaml,ML,0.5458333333333334
OCaml,Prolog,0.45357142857142857
OCaml,CLP,0.4779761904761905
OCaml,LIFE,0.4726851851851852
OCaml,AKL,0.3283553791887125
OCaml,Oz,0.386143286143286
OCaml,Curry,0.36183862433862435
OCaml,Haskell,0.49722222222222223
OCaml,Pipes,0.4849206349206348
OCaml,E,0.40089285714285716
OCaml,FCP,0.36686507936507934
OCaml,FrTime,0.36157407407407405
OCaml,Esterel,0.4685185185185185
OCaml,CLU,0.8166666666666667
OCaml,Erlang,0.3738095238095238
OCaml,Occam,0.36686507936507934
OCaml,C,0.6749999999999999
OCaml,DijkstraGCL,0.3833333333333333
OCaml,SNOBOL,0.4944444444444443
OCaml,Java,0.5703703703703703
Erlang,XML,3.333333333333333e-2
Erlang,Scheme,0.49166666666666664
Erlang,ML,0.46388888888888885
Erlang,Prolog,0.2896825396825397
Erlang,CLP,0.22916666666666666
Erlang,LIFE,0.25
Erlang,AKL,0.47594997594997596
Erlang,Oz,0.35213529856386977
Erlang,Curry,0.31269841269841264
Erlang,Haskell,0.3111111111111111
Erlang,Pipes,0.2777777777777778
Erlang,E,0.43121693121693117
Erlang,FCP,0.4285714285714285
Erlang,FrTime,0.41666666666666663
Erlang,Esterel,0.24074074074074073
Erlang,CLU,0.23809523809523808
Erlang,OCaml,0.3738095238095238
Erlang,Occam,0.8055555555555555
Erlang,C,0.2222222222222222
Erlang,DijkstraGCL,0.38095238095238093
Erlang,SNOBOL,0.21428571428571427
Erlang,Java,0.4444444444444444
Occam,XML,2.7777777777777776e-2
Occam,Scheme,0.42658730158730157
Occam,ML,0.4293650793650794
Occam,Prolog,0.28472222222222215
Occam,CLP,0.2222222222222222
Occam,LIFE,0.24074074074074073
Occam,AKL,0.4
Occam,Oz,0.37856458675424176
Occam,Curry,0.30749559082892414
Occam,Haskell,0.30317460317460315
Occam,Pipes,0.26190476190476186
Occam,E,0.619047619047619
Occam,FCP,0.41666666666666663
Occam,FrTime,0.4074074074074074
Occam,Esterel,0.23333333333333334
Occam,CLU,0.22916666666666666
Occam,OCaml,0.36686507936507934
Occam,Erlang,0.8055555555555555
Occam,C,0.21428571428571427
Occam,DijkstraGCL,0.375
Occam,SNOBOL,0.20833333333333331
Occam,Java,0.4285714285714285
C,XML,0.38888888888888884
C,Scheme,0.5361111111111111
C,ML,0.5111111111111112
C,Prolog,0.4768518518518518
C,CLP,0.38095238095238093
C,LIFE,0.375
C,AKL,0.31104497354497357
C,Oz,0.3415154950869235
C,Curry,0.31843033509700175
C,Haskell,0.41111111111111115
C,Pipes,0.38888888888888884
C,E,0.2841269841269841
C,FCP,0.21428571428571427
C,FrTime,0.20833333333333331
C,Esterel,0.37037037037037035
C,CLU,0.6
C,OCaml,0.6749999999999999
C,Erlang,0.2222222222222222
C,Occam,0.21428571428571427
C,DijkstraGCL,0.45833333333333326
C,SNOBOL,0.6249999999999999
C,Java,0.6
DijkstraGCL,XML,4.1666666666666664e-2
DijkstraGCL,Scheme,0.4157407407407407
DijkstraGCL,ML,0.4212962962962963
DijkstraGCL,Prolog,0.2992063492063492
DijkstraGCL,CLP,0.20833333333333331
DijkstraGCL,LIFE,0.2037037037037037
DijkstraGCL,AKL,0.3449074074074074
DijkstraGCL,Oz,0.32850056689342405
DijkstraGCL,Curry,0.29301146384479715
DijkstraGCL,Haskell,0.2925925925925926
DijkstraGCL,Pipes,0.21428571428571427
DijkstraGCL,E,0.27843915343915343
DijkstraGCL,FCP,0.40476190476190477
DijkstraGCL,FrTime,0.3958333333333333
DijkstraGCL,Esterel,0.2222222222222222
DijkstraGCL,CLU,0.25
DijkstraGCL,OCaml,0.3833333333333333
DijkstraGCL,Erlang,0.38095238095238093
DijkstraGCL,Occam,0.375
DijkstraGCL,C,0.45833333333333326
DijkstraGCL,SNOBOL,0.26666666666666666
DijkstraGCL,Java,0.41666666666666663
SNOBOL,XML,0.20833333333333331
SNOBOL,Scheme,0.5268518518518518
SNOBOL,ML,0.5046296296296297
SNOBOL,Prolog,0.7083333333333333
SNOBOL,CLP,0.40476190476190477
SNOBOL,LIFE,0.3958333333333333
SNOBOL,AKL,0.3111441798941799
SNOBOL,Oz,0.32227891156462585
SNOBOL,Curry,0.3195326278659612
SNOBOL,Haskell,0.4037037037037037
SNOBOL,Pipes,0.38095238095238093
SNOBOL,E,0.27843915343915343
SNOBOL,FCP,0.20833333333333331
SNOBOL,FrTime,0.2037037037037037
SNOBOL,Esterel,0.36666666666666664
SNOBOL,CLU,0.41666666666666663
SNOBOL,OCaml,0.4944444444444444
SNOBOL,Erlang,0.21428571428571427
SNOBOL,Occam,0.20833333333333331
SNOBOL,C,0.6249999999999999
SNOBOL,DijkstraGCL,0.26666666666666666
SNOBOL,Java,0.25
Java,XML,3.333333333333333e-2
Java,Scheme,0.43611111111111106
Java,ML,0.4361111111111111
Java,Prolog,0.30158730158730157
Java,CLP,0.22916666666666666
Java,LIFE,0.25
Java,AKL,0.3636243386243387
Java,Oz,0.38624338624338606
Java,Curry,0.31269841269841264
Java,Haskell,0.3111111111111111
Java,Pipes,0.2777777777777778
Java,E,0.3055555555555555
Java,FCP,0.4285714285714285
Java,FrTime,0.41666666666666663
Java,Esterel,0.24074074074074073
Java,CLU,0.4444444444444444
Java,OCaml,0.5703703703703703
Java,Erlang,0.4444444444444444
Java,Occam,0.4285714285714285
Java,C,0.6
Java,DijkstraGCL,0.41666666666666663
Java,SNOBOL,0.25
