Language1;Language2;CollaborationScore
Scheme;Erlang;0.4916666666666667
Scheme;CSP;0.42658730158730157
Scheme;Occam;0.42658730158730157
Scheme;Pascal;0.536111111111111
Scheme;C;0.536111111111111
Scheme;DijkstraGCL;0.41574074074074074
Scheme;SNOBOL;0.5268518518518518
Scheme;Icon;0.5268518518518518
Scheme;Java;0.43611111111111106
Scheme;C++;0.43611111111111106
Scheme;Smalltalk;0.43611111111111106
ML;Prolog;0.4908333333333335
ML;CLP;0.5126984126984128
ML;LIFE;0.5077380952380951
ML;AKL;0.3738158226253463
ML;Oz;0.36992504409171056
ML;Alice;0.3634865520282185
ML;Curry;0.43917548500881826
ML;HasKell;0.6515151515151515
ML;Pipes;0.5472222222222222
ML;E;0.5338744588744587
ML;FCP;0.45714285714285713
ML;FrTime;0.42440476190476195
ML;Esterel;0.5039351851851851
ML;CLU;0.5833333333333334
ML;OCaml;0.5458333333333334
ML;Erlang;0.46388888888888896
ML;CSP;0.4293650793650794
ML;Occam;0.4293650793650794
ML;Pascal;0.5111111111111112
ML;C;0.5111111111111112
ML;DijkstraGCL;0.42129629629629634
ML;SNOBOL;0.5046296296296297
ML;Icon;0.5046296296296297
ML;Java;0.4361111111111111
ML;C++;0.4361111111111111
ML;Smalltalk;0.4361111111111111
Prolog;CLP;0.5238095238095237
Prolog;LIFE;0.4599867724867725
Prolog;AKL;0.3214506172839505
Prolog;Oz;0.32727072310405636
Prolog;Alice;0.32276077097505657
Prolog;Curry;0.3532275132275132
Prolog;HasKell;0.41111111111111115
Prolog;Pipes;0.3955026455026454
Prolog;E;0.3159391534391534
Prolog;FCP;0.27843915343915343
Prolog;FrTime;0.27391975308641975
Prolog;Esterel;0.3814814814814815
Prolog;CLU;0.4074074074074073
Prolog;OCaml;0.4537037037037037
Prolog;Erlang;0.28439153439153436
Prolog;CSP;0.27843915343915343
Prolog;Occam;0.27843915343915343
Prolog;Pascal;0.47129629629629627
Prolog;C;0.47129629629629627
Prolog;DijkstraGCL;0.29259259259259257
Prolog;SNOBOL;0.6944444444444444
Prolog;Icon;0.6944444444444444
Prolog;Java;0.2962962962962963
Prolog;C++;0.2962962962962963
Prolog;Smalltalk;0.2962962962962963
CLP;LIFE;0.8095238095238094
CLP;AKL;0.3567791005291006
CLP;Oz;0.33715986394557806
CLP;Alice;0.3396919879062736
CLP;Curry;0.39129188712522045
CLP;HasKell;0.4142857142857143
CLP;Pipes;0.3958333333333333
CLP;E;0.28835978835978837
CLP;FCP;0.2222222222222222
CLP;FrTime;0.21666666666666665
CLP;Esterel;0.3787878787878788
CLP;CLU;0.3958333333333333
CLP;OCaml;0.4779761904761905
CLP;Erlang;0.22916666666666666
CLP;CSP;0.2222222222222222
CLP;Occam;0.2222222222222222
CLP;Pascal;0.38095238095238093
CLP;C;0.38095238095238093
CLP;DijkstraGCL;0.20833333333333331
CLP;SNOBOL;0.40476190476190477
CLP;Icon;0.40476190476190477
CLP;Java;0.22916666666666666
CLP;C++;0.22916666666666666
CLP;Smalltalk;0.22916666666666666
LIFE;AKL;0.4378306878306877
LIFE;Oz;0.34104544595616015
LIFE;Alice;0.34520345175107076
LIFE;Curry;0.40093694885361547
LIFE;HasKell;0.4083333333333334
LIFE;Pipes;0.41666666666666663
LIFE;E;0.2915564373897707
LIFE;FCP;0.24074074074074073
LIFE;FrTime;0.23333333333333334
LIFE;Esterel;0.3939393939393939
LIFE;CLU;0.38888888888888884
LIFE;OCaml;0.47268518518518515
LIFE;Erlang;0.25
LIFE;CSP;0.24074074074074073
LIFE;Occam;0.24074074074074073
LIFE;Pascal;0.375
LIFE;C;0.375
LIFE;DijkstraGCL;0.2037037037037037
LIFE;SNOBOL;0.3958333333333333
LIFE;Icon;0.3958333333333333
LIFE;Java;0.25
LIFE;C++;0.25
LIFE;Smalltalk;0.25
AKL;Oz;0.39741831430427904
AKL;Alice;0.4182216030620286
AKL;Curry;0.40508958633958625
AKL;HasKell;0.3174691358024691
AKL;Pipes;0.3723544973544974
AKL;E;0.35734126984126974
AKL;FCP;0.47330447330447334
AKL;FrTime;0.3981679894179894
AKL;Esterel;0.3603595478595479
AKL;CLU;0.31699735449735456
AKL;OCaml;0.3283553791887125
AKL;Erlang;0.47594997594997596
AKL;CSP;0.4
AKL;Occam;0.4
AKL;Pascal;0.31104497354497357
AKL;C;0.31104497354497357
AKL;DijkstraGCL;0.34490740740740733
AKL;SNOBOL;0.3111441798941799
AKL;Icon;0.3111441798941799
AKL;Java;0.3636243386243387
AKL;C++;0.3636243386243387
AKL;Smalltalk;0.3636243386243387
Oz;Alice;0.4291761148904004
Oz;Curry;0.4086281966490299
Oz;HasKell;0.34356261022927687
Oz;Pipes;0.34774187452758876
Oz;E;0.3677767052767052
Oz;FCP;0.379796113847838
Oz;FrTime;0.34856000481000476
Oz;Esterel;0.34016912320483744
Oz;CLU;0.3751505199781061
Oz;OCaml;0.3861432861432861
Oz;Erlang;0.3521352985638699
Oz;CSP;0.378564586754242
Oz;Occam;0.378564586754242
Oz;Pascal;0.3415154950869237
Oz;C;0.3415154950869237
Oz;DijkstraGCL;0.32850056689342394
Oz;SNOBOL;0.3222789115646258
Oz;Icon;0.3222789115646258
Oz;Java;0.3862433862433861
Oz;C++;0.3862433862433861
Oz;Smalltalk;0.3862433862433861
Alice;Curry;0.4280694614027948
Alice;HasKell;0.3359693877551019
Alice;Pipes;0.3533761652809272
Alice;E;0.3735905856595511
Alice;FCP;0.40335497835497836
Alice;FrTime;0.36315937149270483
Alice;Esterel;0.34429957168052405
Alice;CLU;0.3318216175359032
Alice;OCaml;0.34795918367346923
Alice;Erlang;0.3671705719324767
Alice;CSP;0.40173160173160166
Alice;Occam;0.40173160173160166
Alice;Pascal;0.3357772738725119
Alice;C;0.3357772738725119
Alice;DijkstraGCL;0.3350907029478459
Alice;SNOBOL;0.3188586545729404
Alice;Icon;0.3188586545729404
Alice;Java;0.402068302068302
Alice;C++;0.402068302068302
Alice;Smalltalk;0.402068302068302
Curry;HasKell;0.3842592592592593
Curry;Pipes;0.38280423280423276
Curry;E;0.3114814814814815
Curry;FCP;0.49486016628873764
Curry;FrTime;0.3754339025172358
Curry;Esterel;0.39746472663139326
Curry;CLU;0.3255511463844797
Curry;OCaml;0.36183862433862435
Curry;Erlang;0.31269841269841264
Curry;CSP;0.30749559082892414
Curry;Occam;0.30749559082892414
Curry;Pascal;0.31843033509700175
Curry;C;0.31843033509700175
Curry;DijkstraGCL;0.29301146384479715
Curry;SNOBOL;0.3195326278659612
Curry;Icon;0.3195326278659612
Curry;Java;0.31269841269841264
Curry;C++;0.31269841269841264
Curry;Smalltalk;0.31269841269841264
HasKell;Pipes;0.4222222222222221
HasKell;E;0.5115646258503401
HasKell;FCP;0.3031746031746032
HasKell;FrTime;0.2972222222222222
HasKell;Esterel;0.4037037037037037
HasKell;CLU;0.4944444444444444
HasKell;OCaml;0.49722222222222223
HasKell;Erlang;0.3111111111111111
HasKell;CSP;0.3031746031746032
HasKell;Occam;0.3031746031746032
HasKell;Pascal;0.41111111111111104
HasKell;C;0.41111111111111104
HasKell;DijkstraGCL;0.2925925925925927
HasKell;SNOBOL;0.4037037037037037
HasKell;Icon;0.4037037037037037
HasKell;Java;0.3111111111111111
HasKell;C++;0.3111111111111111
HasKell;Smalltalk;0.3111111111111111
Pipes;E;0.3055555555555555
Pipes;FCP;0.4722222222222222
Pipes;FrTime;0.45238095238095233
Pipes;Esterel;0.4375
Pipes;CLU;0.40476190476190477
Pipes;OCaml;0.4849206349206349
Pipes;Erlang;0.2777777777777778
Pipes;CSP;0.26190476190476186
Pipes;Occam;0.26190476190476186
Pipes;Pascal;0.38888888888888884
Pipes;C;0.38888888888888884
Pipes;DijkstraGCL;0.21428571428571427
Pipes;SNOBOL;0.38095238095238093
Pipes;Icon;0.38095238095238093
Pipes;Java;0.2777777777777778
Pipes;C++;0.2777777777777778
Pipes;Smalltalk;0.2777777777777778
E;FCP;0.2976190476190476
E;FrTime;0.2915564373897707
E;Esterel;0.2867724867724868
E;CLU;0.3668650793650794
E;OCaml;0.4008928571428571
E;Erlang;0.43121693121693117
E;CSP;0.619047619047619
E;Occam;0.619047619047619
E;Pascal;0.2841269841269841
E;C;0.2841269841269841
E;DijkstraGCL;0.27843915343915343
E;SNOBOL;0.27843915343915343
E;Icon;0.27843915343915343
E;Java;0.3055555555555555
E;C++;0.3055555555555555
E;Smalltalk;0.3055555555555555
FCP;FrTime;0.8095238095238094
FCP;Esterel;0.6249999999999999
FCP;CLU;0.22916666666666666
FCP;OCaml;0.36686507936507934
FCP;Erlang;0.4285714285714285
FCP;CSP;0.41666666666666663
FCP;Occam;0.41666666666666663
FCP;Pascal;0.21428571428571427
FCP;C;0.21428571428571427
FCP;DijkstraGCL;0.40476190476190477
FCP;SNOBOL;0.20833333333333331
FCP;Icon;0.20833333333333331
FCP;Java;0.4285714285714285
FCP;C++;0.4285714285714285
FCP;Smalltalk;0.4285714285714285
FrTime;Esterel;0.6458333333333333
FrTime;CLU;0.2222222222222222
FrTime;OCaml;0.36157407407407405
FrTime;Erlang;0.41666666666666663
FrTime;CSP;0.4074074074074074
FrTime;Occam;0.4074074074074074
FrTime;Pascal;0.20833333333333331
FrTime;C;0.20833333333333331
FrTime;DijkstraGCL;0.3958333333333333
FrTime;SNOBOL;0.2037037037037037
FrTime;Icon;0.2037037037037037
FrTime;Java;0.41666666666666663
FrTime;C++;0.41666666666666663
FrTime;Smalltalk;0.41666666666666663
Esterel;CLU;0.3833333333333333
Esterel;OCaml;0.4685185185185185
Esterel;Erlang;0.24074074074074073
Esterel;CSP;0.23333333333333334
Esterel;Occam;0.23333333333333334
Esterel;Pascal;0.37037037037037035
Esterel;C;0.37037037037037035
Esterel;DijkstraGCL;0.2222222222222222
Esterel;SNOBOL;0.36666666666666664
Esterel;Icon;0.36666666666666664
Esterel;Java;0.24074074074074073
Esterel;C++;0.24074074074074073
Esterel;Smalltalk;0.24074074074074073
CLU;OCaml;0.8166666666666664
CLU;Erlang;0.23809523809523808
CLU;CSP;0.22916666666666666
CLU;Occam;0.22916666666666666
CLU;Pascal;0.6
CLU;C;0.6
CLU;DijkstraGCL;0.25
CLU;SNOBOL;0.41666666666666663
CLU;Icon;0.41666666666666663
CLU;Java;0.4444444444444444
CLU;C++;0.4444444444444444
CLU;Smalltalk;0.4444444444444444
OCaml;Erlang;0.3738095238095238
OCaml;CSP;0.36686507936507934
OCaml;Occam;0.36686507936507934
OCaml;Pascal;0.6749999999999999
OCaml;C;0.6749999999999999
OCaml;DijkstraGCL;0.3833333333333333
OCaml;SNOBOL;0.4944444444444443
OCaml;Icon;0.4944444444444443
OCaml;Java;0.5703703703703703
OCaml;C++;0.5703703703703703
OCaml;Smalltalk;0.5703703703703703
Erlang;XML;3.333333333333333e-2
Erlang;S-expression;3.333333333333333e-2
Erlang;CSP;0.8055555555555555
Erlang;Occam;0.8055555555555555
Erlang;Pascal;0.2222222222222222
Erlang;C;0.2222222222222222
Erlang;DijkstraGCL;0.38095238095238093
Erlang;SNOBOL;0.21428571428571427
Erlang;Icon;0.21428571428571427
Erlang;Java;0.4444444444444444
Erlang;C++;0.4444444444444444
Erlang;Smalltalk;0.4444444444444444
CSP;Pascal;0.21428571428571427
CSP;C;0.21428571428571427
CSP;DijkstraGCL;0.375
CSP;SNOBOL;0.20833333333333331
CSP;Icon;0.20833333333333331
CSP;Java;0.4285714285714285
CSP;C++;0.4285714285714285
CSP;Smalltalk;0.4285714285714285
Occam;Pascal;0.21428571428571427
Occam;C;0.21428571428571427
Occam;DijkstraGCL;0.375
Occam;SNOBOL;0.20833333333333331
Occam;Icon;0.20833333333333331
Occam;Java;0.4285714285714285
Occam;C++;0.4285714285714285
Occam;Smalltalk;0.4285714285714285
Pascal;DijkstraGCL;0.45833333333333326
Pascal;SNOBOL;0.6249999999999999
Pascal;Icon;0.6249999999999999
Pascal;Java;0.6
Pascal;C++;0.6
Pascal;Smalltalk;0.6
C;DijkstraGCL;0.45833333333333326
C;SNOBOL;0.6249999999999999
C;Icon;0.6249999999999999
C;Java;0.6
C;C++;0.6
C;Smalltalk;0.6
DijkstraGCL;SNOBOL;0.26666666666666666
DijkstraGCL;Icon;0.26666666666666666
DijkstraGCL;Java;0.41666666666666663
DijkstraGCL;C++;0.41666666666666663
DijkstraGCL;Smalltalk;0.41666666666666663
SNOBOL;Java;0.25
SNOBOL;C++;0.25
SNOBOL;Smalltalk;0.25
Icon;Java;0.25
Icon;C++;0.25
Icon;Smalltalk;0.25
