Paradigm1;Paradigm2;I;R1;R2;M;TC;NDO;TotalMC
first-order functional programming;lazy declarative concurrent programming;5.555555555555555e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5555555555555555
first-order functional programming;nonmonotonic dataflow programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
first-order functional programming;multi agent dataflow programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
first-order functional programming;active object programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
first-order functional programming;concurrent constraint programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
first-order functional programming;continuous synchronous programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
first-order functional programming;lazy concurrent constraint programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
first-order functional programming;discrete synchronous programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
functional programming;imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
functional programming;deterministic logic programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6249999999999999
functional programming;lazy functional programming;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7916666666666665
functional programming;continuation programming;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7916666666666665
functional programming;adt functional programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6249999999999999
functional programming;event loop programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6249999999999999
functional programming;stateful functional programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6249999999999999
functional programming;guarded command programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23333333333333334
functional programming;imperative search programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
functional programming;sequential object oriented programming;0.125;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.45833333333333326
functional programming;relational and logic programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6
functional programming;monotonic dataflow programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6
functional programming;declarative concurrent programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6
functional programming;adt imperative programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6
functional programming;multi agent programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.43333333333333335
functional programming;shared state concurrent programming;9.999999999999999e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.43333333333333335
functional programming;concurrent object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.26666666666666666
functional programming;constraint logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
functional programming;lazy declarative concurrent programming;8.333333333333333e-2;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7499999999999999
functional programming;nonmonotonic dataflow programming;8.333333333333333e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.41666666666666663
functional programming;multi agent dataflow programming;8.333333333333333e-2;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.41666666666666663
functional programming;active object programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
functional programming;concurrent constraint programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
functional programming;continuous synchronous programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
functional programming;lazy concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
functional programming;discrete synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
imperative programming;deterministic logic programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
imperative programming;lazy functional programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
imperative programming;continuation programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
imperative programming;adt functional programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
imperative programming;event loop programming;6.666666666666667e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.4
imperative programming;stateful functional programming;0.125;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6249999999999999
imperative programming;guarded command programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.45833333333333326
imperative programming;imperative search programming;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6249999999999999
imperative programming;sequential object oriented programming;0.125;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7916666666666665
imperative programming;relational and logic programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
imperative programming;monotonic dataflow programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
imperative programming;declarative concurrent programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
imperative programming;adt imperative programming;9.999999999999999e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6
imperative programming;multi agent programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
imperative programming;shared state concurrent programming;9.999999999999999e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.43333333333333335
imperative programming;concurrent object oriented programming;9.999999999999999e-2;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6
imperative programming;constraint logic programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
imperative programming;lazy declarative concurrent programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38095238095238093
imperative programming;nonmonotonic dataflow programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
imperative programming;multi agent dataflow programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
imperative programming;active object programming;4.7619047619047616e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.21428571428571427
imperative programming;concurrent constraint programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.375
imperative programming;continuous synchronous programming;4.1666666666666664e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.20833333333333331
imperative programming;lazy concurrent constraint programming;3.7037037037037035e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.37037037037037035
imperative programming;discrete synchronous programming;3.7037037037037035e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.37037037037037035
deterministic logic programming;lazy functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;continuation programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;adt functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;event loop programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;stateful functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;guarded command programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
deterministic logic programming;imperative search programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
deterministic logic programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
deterministic logic programming;relational and logic programming;0.13333333333333333;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7999999999999999
deterministic logic programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
deterministic logic programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
deterministic logic programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
deterministic logic programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
deterministic logic programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
deterministic logic programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
deterministic logic programming;constraint logic programming;0.1111111111111111;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7777777777777777
deterministic logic programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
deterministic logic programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
deterministic logic programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
deterministic logic programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
deterministic logic programming;concurrent constraint programming;9.523809523809523e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5952380952380951
deterministic logic programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
deterministic logic programming;lazy concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5833333333333333
deterministic logic programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
lazy functional programming;continuation programming;9.999999999999999e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.6
lazy functional programming;adt functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
lazy functional programming;event loop programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
lazy functional programming;stateful functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
lazy functional programming;guarded command programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
lazy functional programming;imperative search programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
lazy functional programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
lazy functional programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
lazy functional programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
lazy functional programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
lazy functional programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
lazy functional programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
lazy functional programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
lazy functional programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
lazy functional programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
lazy functional programming;lazy declarative concurrent programming;0.1111111111111111;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.7777777777777777
lazy functional programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
lazy functional programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
lazy functional programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
lazy functional programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
lazy functional programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
lazy functional programming;lazy concurrent constraint programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
lazy functional programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
continuation programming;adt functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
continuation programming;event loop programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
continuation programming;stateful functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
continuation programming;guarded command programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
continuation programming;imperative search programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
continuation programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
continuation programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
continuation programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
continuation programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
continuation programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
continuation programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
continuation programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
continuation programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
continuation programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
continuation programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.5714285714285714
continuation programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
continuation programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
continuation programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
continuation programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
continuation programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
continuation programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
continuation programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
adt functional programming;event loop programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
adt functional programming;stateful functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
adt functional programming;guarded command programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
adt functional programming;imperative search programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
adt functional programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
adt functional programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
adt functional programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
adt functional programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
adt functional programming;adt imperative programming;0.13333333333333333;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6333333333333333
adt functional programming;multi agent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
adt functional programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
adt functional programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
adt functional programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
adt functional programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
adt functional programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
adt functional programming;multi agent dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
adt functional programming;active object programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
adt functional programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
adt functional programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
adt functional programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
adt functional programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
event loop programming;stateful functional programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
event loop programming;guarded command programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.2222222222222222
event loop programming;imperative search programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
event loop programming;sequential object oriented programming;9.999999999999999e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.43333333333333335
event loop programming;relational and logic programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
event loop programming;monotonic dataflow programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
event loop programming;declarative concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
event loop programming;adt imperative programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.41666666666666663
event loop programming;multi agent programming;0.13333333333333333;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.6333333333333333
event loop programming;shared state concurrent programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
event loop programming;concurrent object oriented programming;8.333333333333333e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.25
event loop programming;constraint logic programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
event loop programming;lazy declarative concurrent programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.40476190476190477
event loop programming;nonmonotonic dataflow programming;7.142857142857142e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.23809523809523808
event loop programming;multi agent dataflow programming;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.2777777777777778
event loop programming;active object programming;0.1111111111111111;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.0;0.611111111111111
event loop programming;concurrent constraint programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3958333333333333
event loop programming;continuous synchronous programming;6.25e-2;0.0;0.0;0.0;0.16666666666666666;0.0;0.22916666666666666
event loop programming;lazy concurrent constraint programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
event loop programming;discrete synchronous programming;5.555555555555555e-2;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.38888888888888884
