Language1;Language2;CollaborationScore
Curry;OCaml;0.36183862433862435
Curry;Erlang;0.31269841269841264
Curry;Occam;0.30749559082892414
Curry;C;0.31843033509700175
Curry;DijkstraGCL;0.29301146384479715
Curry;SNOBOL;0.3195326278659612
Curry;Java;0.31269841269841264
HasKell;Pipes;0.4222222222222221
HasKell;E;0.5115646258503401
HasKell;FCP;0.3031746031746032
HasKell;FrTime;0.2972222222222222
HasKell;Esterel;0.4037037037037037
HasKell;CLU;0.4944444444444444
HasKell;OCaml;0.49722222222222223
HasKell;Erlang;0.3111111111111111
HasKell;Occam;0.3031746031746032
HasKell;C;0.41111111111111104
HasKell;DijkstraGCL;0.2925925925925927
HasKell;SNOBOL;0.4037037037037037
HasKell;Java;0.3111111111111111
Pipes;E;0.3055555555555555
Pipes;FCP;0.4722222222222222
Pipes;FrTime;0.45238095238095233
Pipes;Esterel;0.4375
Pipes;CLU;0.40476190476190477
Pipes;OCaml;0.4849206349206349
Pipes;Erlang;0.2777777777777778
Pipes;Occam;0.26190476190476186
Pipes;C;0.38888888888888884
Pipes;DijkstraGCL;0.21428571428571427
Pipes;SNOBOL;0.38095238095238093
Pipes;Java;0.2777777777777778
E;FCP;0.2976190476190476
E;FrTime;0.2915564373897707
E;Esterel;0.2867724867724868
E;CLU;0.3668650793650794
E;OCaml;0.4008928571428571
E;Erlang;0.43121693121693117
E;Occam;0.619047619047619
E;C;0.2841269841269841
E;DijkstraGCL;0.27843915343915343
E;SNOBOL;0.27843915343915343
E;Java;0.3055555555555555
FCP;FrTime;0.8095238095238094
FCP;Esterel;0.6249999999999999
FCP;CLU;0.22916666666666666
FCP;OCaml;0.36686507936507934
FCP;Erlang;0.4285714285714285
FCP;Occam;0.41666666666666663
FCP;C;0.21428571428571427
FCP;DijkstraGCL;0.40476190476190477
FCP;SNOBOL;0.20833333333333331
FCP;Java;0.4285714285714285
FrTime;Esterel;0.6458333333333333
FrTime;CLU;0.2222222222222222
FrTime;OCaml;0.36157407407407405
FrTime;Erlang;0.41666666666666663
FrTime;Occam;0.4074074074074074
FrTime;C;0.20833333333333331
FrTime;DijkstraGCL;0.3958333333333333
FrTime;SNOBOL;0.2037037037037037
FrTime;Java;0.41666666666666663
Esterel;CLU;0.3833333333333333
Esterel;OCaml;0.4685185185185185
Esterel;Erlang;0.24074074074074073
Esterel;Occam;0.23333333333333334
Esterel;C;0.37037037037037035
Esterel;DijkstraGCL;0.2222222222222222
Esterel;SNOBOL;0.36666666666666664
Esterel;Java;0.24074074074074073
CLU;OCaml;0.8166666666666664
CLU;Erlang;0.23809523809523808
CLU;Occam;0.22916666666666666
CLU;C;0.6
CLU;DijkstraGCL;0.25
CLU;SNOBOL;0.41666666666666663
CLU;Java;0.4444444444444444
OCaml;Erlang;0.3738095238095238
OCaml;Occam;0.36686507936507934
OCaml;C;0.6749999999999999
OCaml;DijkstraGCL;0.3833333333333333
OCaml;SNOBOL;0.4944444444444443
OCaml;Java;0.5703703703703703
Erlang;Occam;0.8055555555555555
Erlang;C;0.2222222222222222
Erlang;DijkstraGCL;0.38095238095238093
Erlang;SNOBOL;0.21428571428571427
Erlang;Java;0.4444444444444444
Occam;C;0.21428571428571427
Occam;DijkstraGCL;0.375
Occam;SNOBOL;0.20833333333333331
Occam;Java;0.4285714285714285
C;DijkstraGCL;0.45833333333333326
C;SNOBOL;0.6249999999999999
C;Java;0.6
DijkstraGCL;SNOBOL;0.26666666666666666
DijkstraGCL;Java;0.41666666666666663
SNOBOL;Java;0.25
